 Host,tipo,Attivita,Batteria Residua,Energia usata, Corrente,Tempo, Voltage, Timestamp0, MAC,0,2.592e+07,0.000831396,4.7686,4.843e-05,3.6,0 
0,RADIO,0,2.592e+07,9.93784e-05,0.57,0.00004843,3.6,0.00004843 
0,RADIO,2,2.592e+07,0.081815,13.4,0.001696,3.6,0.00174443 
1,RADIO,1,2.592e+07,0.0345457,5.5,0.00174473067,3.6,0.00174473067 
2,RADIO,1,2.592e+07,0.0345457,5.5,0.00174473067,3.6,0.00174473067 
3,RADIO,1,2.592e+07,0.0345457,5.5,0.00174473067,3.6,0.00174473067 
4,RADIO,1,2.592e+07,0.0345457,5.5,0.00174473067,3.6,0.00174473067 
1, MAC,0,2.592e+07,0.000831396,4.7686,4.843e-05,3.6,0.00174473067 
2, MAC,0,2.592e+07,0.000831396,4.7686,4.843e-05,3.6,0.00174473067 
3, MAC,0,2.592e+07,0.000831396,4.7686,4.843e-05,3.6,0.00174473067 
4, MAC,0,2.592e+07,0.000831396,4.7686,4.843e-05,3.6,0.00174473067 
1, MAC,4,2.592e+07,0.000575608,4.7686,3.353e-05,3.6,0.00179316067 
2, MAC,4,2.592e+07,0.000575608,4.7686,3.353e-05,3.6,0.00179316067 
3, MAC,4,2.592e+07,0.000575608,4.7686,3.353e-05,3.6,0.00179316067 
4, MAC,4,2.592e+07,0.000575608,4.7686,3.353e-05,3.6,0.00179316067 
1,RADIO,1,2.592e+07,0.0258192,5.5,0.001304,3.6,0.00304873067 
2,RADIO,1,2.592e+07,0.0258192,5.5,0.001304,3.6,0.00304873067 
4,RADIO,1,2.592e+07,0.0258192,5.5,0.001304,3.6,0.00304873067 
1,RADIO,0,2.592e+07,0.000479204,0.57,0.00023353,3.6,0.00328226067 
2,RADIO,0,2.592e+07,0.000479204,0.57,0.00023353,3.6,0.00328226067 
4,RADIO,0,2.592e+07,0.000479204,0.57,0.00023353,3.6,0.00328226067 
1,RADIO,2,2.592e+07,0.0740966,13.4,0.001536,3.6,0.00481826067 
2,RADIO,2,2.592e+07,0.0740966,13.4,0.001536,3.6,0.00481826067 
